100,6.14
110,6.06
121,6.11
133,6.10
146,6.08
161,6.07
177,6.12
194,6.04
214,6.06
235,6.05
259,6.07
285,6.04
313,6.06
345,6.04
379,6.04
417,6.05
459,6.05
505,6.04
555,6.04
611,6.03
672,6.03
740,6.03
814,6.03
895,6.04
984,6.03
1083,6.02
1191,6.03
1310,6.03
1442,6.04
1586,6.03
1744,6.04
1919,6.03
2111,6.03
2322,6.03
2554,6.03
2810,6.03
3091,6.03
3400,6.03
3740,9.37
4114,6.03
4525,6.03
4978,6.03
5476,6.03
6024,6.03
6626,6.03
7289,6.04
8017,6.03
8819,6.46
9701,6.96
10671,7.48
11739,9.04
12912,8.26
14204,8.65
15624,8.96
17187,9.31
18905,9.55
20796,9.82
22876,10.08
25163,10.25
27680,10.50
30448,10.67
33492,10.84
36842,11.20
40526,11.17
44579,11.62
49037,13.56
53940,13.39
59334,13.61
65268,13.58
71795,20.32
78974,21.49
86872,22.43
95559,27.03
105115,23.09
115626,29.10
127189,26.39
139908,28.01
153899,30.40
169289,30.59
186218,31.78
204840,34.31
225324,35.49
247856,35.28
272642,35.82
299906,36.54
329896,37.20
362886,38.00
399175,38.71
439092,40.70
483002,41.65
531302,44.60
584432,45.00
642875,49.24
707163,56.23
777879,61.47
855667,68.85
941234,140.87
1035357,83.95
1138893,91.51
1252782,100.78
1378061,106.49
1515867,123.19
1667454,121.40
1834199,129.53
2017619,134.78
2219381,143.85
2441319,147.92
2685451,153.47
2953996,158.16
3249396,162.68
3574335,167.50
3931769,171.10
4324946,175.93
4757441,178.91
5233185,183.72
5756503,186.43
6332154,189.73
6965369,193.19
7661906,218.53
8428097,199.57
9270906,202.00
