1,6.36
2,6.16
3,6.60
4,6.59
5,15.06
6,15.66
7,15.19
8,15.83
9,22.59
10,22.59
11,22.24
12,22.46
13,22.49
14,22.16
15,22.17
16,22.17
17,22.13
18,22.15
19,22.22
20,22.20
21,22.23
22,22.23
23,22.27
24,22.27
25,22.46
26,22.46
27,22.59
28,24.49
29,22.51
30,22.49
31,22.57
32,26.46
